title,price,rating,reviews,product_url,page_number,scraped_at
OnePlus 15R | 16GB+512GB | Charcoal Black | World's First Snapdragon® 8 Gen 5 | 7400mAh Battery | Personalised AI | Game-Changing 165Hz Display | IP68 IP69 IP66 & IP69K | 4K 120fps Video,"66,999",4.3 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDYwOTY5NTc3MjI1MDQ3OjE3ODU3ODQ3NTE6c3BfbXRmOjMwMTE2NDQwMzE0OTEzMjo6MDo6&url=%2FOnePlus-Charcoal-Snapdragon%25C2%25AE-Personalised-Game-Changing%2Fdp%2FB0H3KBZ4J9%2Fref%3Dsr_1_46_sspa%3Fdib%3DeyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784751%26sr%3D8-46-spons%26aref%3DSsSAnh0KgA%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=SsSAnh0KgA&sp_cr=ZAZ,3,2026-08-04 00:49:24.039103
OnePlus 15 | 12GB+256GB | Sand Storm | India's First Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalised AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision,"85,999",4.6 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDYwOTY5NTc3MjI1MDQ3OjE3ODU3ODQ3NTE6c3BfbXRmOjMwMDgxNzI0MjU5MjUzMjo6MDo6&url=%2FOnePlus-Snapdragon%25C2%25AE-7300mAh-Personalised-Game-Changing%2Fdp%2FB0FTRN7L8Q%2Fref%3Dsr_1_47_sspa%3Fdib%3DeyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784751%26sr%3D8-47-spons%26aref%3DiFnpWUYztG%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=iFnpWUYztG&sp_cr=ZAZ,3,2026-08-04 00:49:24.041138
"Motorola G67 Power 5G (Pantone Cilantro, 8GB RAM, 128GB Storage) | 6.7"" FHD+ 120Hz LCD Display | Snapdragon 7s Gen2 Processor | 50MP + 8MP UW Camera | 7000mAh Battery with 30W Charger | IP64 | 6.7"" FHD+ 120Hz LCD Display, Snapdragon 7s Gen2 Processor, 50MP + 8MP UW Camera, 7000mAh Battery with 30W Charger, IP64","22,680",4.2 out of 5 stars,,https://www.amazon.in/Motorola-Pantone-Cilantro-Snapdragon-Processor/dp/B0G1YNG5S6/ref=sr_1_48?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-48,3,2026-08-04 00:49:24.043219
"Samsung Galaxy M36 5G Mobile (Serene Green, 8GB RAM, 128GB Storage) | Google Gemini| Gorilla Glass Victus+ | 7.7mm | AI Enhanced 50MP OIS Triple Camera| Nightography| Lag-free Gaming | Without Charger","25,980",4.1 out of 5 stars,,https://www.amazon.in/Samsung-Storage-Enhanced-Unmatched-Nightography/dp/B0FDB9H9Z7/ref=sr_1_49?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-49,3,2026-08-04 00:49:24.045098
"Motorola G06 Power (Pantone Laurel Oak, 4GB RAM, 64GB Storage) | 6.88"" 120Hz Display | 50MP Camera | Helio G81 Ultra Processor | 7000mAh Battery | Android 15","13,294",3.8 out of 5 stars,,https://www.amazon.in/Motorola-Pantone-Storage-Display-Processor/dp/B0FVW9B8GQ/ref=sr_1_50?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-50,3,2026-08-04 00:49:24.046733
OnePlus 13 | Smarter with OnePlus AI | Lifetime Display Warranty |12GB RAM 256GB Storage Midnight Ocean | Official Smartphone for BGMS 2025,"59,999",4.5 out of 5 stars,,https://www.amazon.in/OnePlus-13-256GB-Midnight-Ocean/dp/B0DPS7FB4J/ref=sr_1_51?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-51,3,2026-08-04 00:49:24.048495
"Motorola G67 Power 5G (Pantone Parachute Purple, 8GB RAM, 128GB Storage) | 6.7"" FHD+ 120Hz LCD Display | Snapdragon 7s Gen2 Processor | 50MP + 8MP UW Camera | 7000mAh Battery with 30W Charger | IP64",,4.2 out of 5 stars,,https://www.amazon.in/Motorola-Pantone-Parachute-Snapdragon-Processor/dp/B0G1YM8511/ref=sr_1_52?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-52,3,2026-08-04 00:49:24.049722
realme P4X Smartphone 6.72 inch 144Hz Display 7000mAh Titan Bettery 45W Fast Charge 6GB RAM 128GB ROM Dimensity 7400 Ultra 5G Chipset IP64 Waterproof Dual SIM (Elegant Pink),"21,990",4.2 out of 5 stars,,https://www.amazon.in/realme-P4X-Smartphone-Dimensity-Waterproof/dp/B0G3X74B2W/ref=sr_1_53?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-53,3,2026-08-04 00:49:24.051323
"REDMI A7 4G (Black, 3 GB RAM, 64GB Storage) | Large 17.48cm (6.88) Smooth 120Hz Display | 5200mAh 2-Day Battery | Royale Design | Charger in the Box | 17.48cm (6.88) 120Hz Display, 5200mAh 2-Day Battery, Royale Design, Charger in the Box","12,499",3.8 out of 5 stars,,https://www.amazon.in/Storage-17-48cm-Display-5200mAh-Battery/dp/B0GVFQD1JK/ref=sr_1_54?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-54,3,2026-08-04 00:49:24.052896
"XIAOMI 17 (12GB/512GB)|50MP Leica Triple Camera|Snapdragon 8 Elite Gen 5|6.3"" CrystalRes 1-120Hz AMOLED|6330mAh Battery|100W HyperCharge HyperOS 3|3500nits Display (Black)","89,999",4.4 out of 5 stars,,https://www.amazon.in/XIAOMI-Snapdragon-CrystalRes-HyperCharge-3500nits/dp/B0GMQWZ6ZM/ref=sr_1_55?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-55,3,2026-08-04 00:49:24.054620
Redmi 15 5G Midnight Black 8GB + 128GB | Segment's Largest 7000mAhA Battery | Segment's Largest Display 17.53cm(6.9) Up to 144Hz | Snapdragon 6s Gen 3 | 18W Reverse Charging | 50MP AI Dual Camera,"23,499",4.0 out of 5 stars,,https://www.amazon.in/Redmi-15-Midnight-Segments-Snapdragon/dp/B0FJFSNNMX/ref=sr_1_56?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-56,3,2026-08-04 00:49:24.056854
"REDMI A7 Pro 4G (Sunset Orange, 4GB RAM, 64GB Storage) | Segment's Slimmest Smartphone | Segment's Largest 6300mAh Battery| Segment's Largest 17.53cm and Smoothest 120Hz Display | Segment's Slimmest Smartphone, 6300mAh Battery, 17.53cm Display, 120Hz Smoothest Display","12,487",3.4 out of 5 stars,,https://www.amazon.in/Storage-Segments-Slimmest-Smartphone-Smoothest/dp/B0GVFZXB9J/ref=sr_1_57?dib=eyJ2IjoiMSJ9.PdLYoQetQTh0UL5Ke3UoSceTOFTWbePVwDyz6yfO7ZoczTcbBvAkFq9EXidt42PrIL8QcyDK4cVGMPUePda089wKwRaOe8orRUh7sHxZFYzQPNIjlisKn8Cf1ue1YLtEqNoDqffb1ikN5xOwFmXYhf6jGlghM28jXFkjYIoNPcUpeCpkq9zBrgOWTTYk6FoZnYm1OlNxVlwAoOLxK3PONYYa4q655fsNUyFl79XLjfQ.J_w7AErSnQm7dAnKTBytxUlxhPrjmdwH3k6QhO9KhQE&dib_tag=se&keywords=phones&qid=1785784751&sr=8-57,3,2026-08-04 00:49:24.059113
"realme narzo 100 Lite 5G (Frost Silver,4GB+64GB) | 7000mAh Titan Battery | 4 Years, Zero Lag | 144 Hz Ultra Smooth Display | 6 nm Octa-core 5G Chipset | Color Pop Design | VC Cooling","15,499",4.0 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfYXRmX25leHQ6MzAxMTc3Mjc4NDE3ODMyOjowOjo&url=%2Frealme-7000mAh-Battery-Display-Octa-core%2Fdp%2FB0GTRXVQ8N%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-49-spons%26aref%3DswRID01xcX%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=swRID01xcX&sp_cr=ZAZ,4,2026-08-04 00:49:41.509172
"OnePlus Nord CE6 Lite | 6GB+128GB | Hyper Black | Segment's Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Segment's Highest 144Hz Refresh Rate | 50MP Main Camera, 4K Video Recording","25,999",4.2 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfYXRmX25leHQ6MzAxMDg2NzAwNDA2NTMyOjowOjo&url=%2FOnePlus-Nord-Hyper-Black-128GB%2Fdp%2FB0GVYDLJJQ%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-50-spons%26aref%3DnNqm7vxaZn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=nNqm7vxaZn&sp_cr=ZAZ,4,2026-08-04 00:49:41.513102
OnePlus N6 | 6GB+128GB | Midnight Green | Segment's Biggest 8000mAh Battery | Segment's Fastest 45W Charging | 60-Month Smoothness | Smooth 120Hz Display | 50MP Camera | Military-Grade Durability,"24,999",3.7 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfYXRmX25leHQ6MzAxMTgyMzUwODIxMTMyOjowOjo&url=%2FOnePlus-Midnight-Smoothness-Military-Grade-Durability%2Fdp%2FB0H3LKPC2K%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-51-spons%26aref%3DItCwAODIKi%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=ItCwAODIKi&sp_cr=ZAZ,4,2026-08-04 00:49:41.516282
"Samsung Galaxy M47 5G (Blaze Blue, 6GB RAM, 128GB Storage)| Powerful Snapdragon Processor| Fast LPDDR5x RAM,UFS 3.1 Storage| Gorilla Glass Victus+| IP64| Super AMOLED Display| 50MP OIS|AI| Gemini Live","30,999",2.5 out of 5 stars,,https://www.amazon.in/Samsung-Storage-Powerful-Snapdragon-Processor/dp/B0H4LBXQDC/ref=sr_1_52?dib=eyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA&dib_tag=se&keywords=phones&qid=1785784767&sr=8-52,4,2026-08-04 00:49:41.519679
REDMI Turbo 5 (8GB + 256GB) Asphalt Black | Dimensity 8500 Ultra | Mega 7540mAh Battery | 100W HyperCharge | Compact 16.75cm(6.59) 120Hz AMOLED Screen | 50MP Sony OIS Camera,"37,999",4.0 out of 5 stars,,https://www.amazon.in/Asphalt-Dimensity-7540mAh-Battery-HyperCharge/dp/B0H297XH3K/ref=sr_1_53?dib=eyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA&dib_tag=se&keywords=phones&qid=1785784767&sr=8-53,4,2026-08-04 00:49:41.522362
"OnePlus Nord CE6 | 8GB+128GB | Pitch Black | Snapdragon 7s Gen 4 | Segment's Fastest Touch Response | 8000mAh Battery | 144Hz 1.5K AMOLED Display | 50MP Main + 32MP Selfie 4K Cameras | IP66,68,69,69K","35,999",4.3 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfbXRmOjMwMTA4MDgxNjgzMjEzMjo6MDo6&url=%2FOnePlus-Snapdragon-Segments-Fastest-Response%2Fdp%2FB0GWLHVJRH%2Fref%3Dsr_1_54_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-54-spons%26aref%3D2rYkuCh5IP%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=2rYkuCh5IP&sp_cr=ZAZ,4,2026-08-04 00:49:41.525837
"realme NARZO 100x 5G (Flash Orange,6GB+128GB) | Biggest 8000mAh Battery | 45W Fast Charge | 144Hz, 1200nits Bright Display | 7 Years Battery Health | Military-Grade Resistance | 48-Month Fluency","22,499",,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfbXRmOjMwMTIxNTI2ODgyMjczMjo6MDo6&url=%2Frealme-1200nits-Military-Grade-Resistance-48-Month%2Fdp%2FB0H339SP81%2Fref%3Dsr_1_55_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-55-spons%26aref%3DFU1v5ZrgfV%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=FU1v5ZrgfV&sp_cr=ZAZ,4,2026-08-04 00:49:41.532625
"POCO C85x 5G Smartphone, Elite Black, 6.9 Inch Display, 32MP Dual AI Camera, 6300mAh Battery, 64GB Storage, 4GB RAM, Android 16","13,890",3.7 out of 5 stars,Get it faster,https://www.amazon.in/POCO-Smartphone-Display-6300mAh-Battery/dp/B0GVZKMS6D/ref=sr_1_56_mod_primary_new?dib=eyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA&dib_tag=se&keywords=phones&qid=1785784767&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-56,4,2026-08-04 00:49:41.534916
"Pro 10 -17 + 4G Smartphone 4.5"" Display | 3GB RAM 32GB Storage (Up to 128GB) | Dual SIM | 2350mAh Battery | Type-C Charging | Android Phone for Travel, Kids & Backup Use | Color as per Stock","5,390",2.2 out of 5 stars,,https://www.amazon.in/Pro-10-Smartphone-Display-Charging/dp/B0GS97F668/ref=sr_1_57?dib=eyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA&dib_tag=se&keywords=phones&qid=1785784767&sr=8-57,4,2026-08-04 00:49:41.537236
"realme NARZO 90x 5G (Flash Blue 2026, 6GB+128GB) | 7000mAh + 60W Biggest Battery & Fastest Charging in the Segment* | 144Hz Bright Display | Sony 50MP AI Rear Camera | 400% Ultra Boom Speaker","19,499",4.2 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDg2OTcxNzM3MjgyODYzOjE3ODU3ODQ3Njc6c3BfbXRmOjMwMTE0NzQ4MDU2MzMzMjo6MDo6&url=%2Frealme-7000mAh-Biggest-Battery-Charging%2Fdp%2FB0GZGBXWJZ%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.pSjtwYFwfaPA65FzbJHaiNXbhsAHGY1MOFsaYoxB0WgMVHbXXvrOnez0BRHB_bFC_mmSB3QEF7B9T0vJdJQwUo1Cm7vrtN_VCOyScbz6gGCiTZnNVEZ4vsfLm-A-icyqLTIJvNEmbiFIIb0RidSTUkfAj1VwVtK0t87HkTObrHZqW7uJzSLdscEwdxqElEsnlYoZYvTGTZkYaRejifqY2ROLRgo3MOUmn_lWR34XTEU.Mx_Vtp2P1s6mMAFsSwgtbcaIErZxt8__U6KchhhylLA%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784767%26sr%3D8-58-spons%26aref%3DpBhiezTmgX%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=pBhiezTmgX&sp_cr=ZAZ,4,2026-08-04 00:49:41.540512
